OBJECTID,Structure,Type,Long,Lat
4038,Splice Box,CL s/w box (small),-123.353443418201,48.4270158480655
4039,Splice Box,CL s/w box (large),-123.353432562779,48.4272527465898
4040,Light or Signal Pole,Light/signal pole,-123.329510228454,48.4314940704236
4041,Splice Box,CL s/w box (small),-123.329547120277,48.431473808999
4042,Splice Box,CL s/w box (small),-123.329638183892,48.431116823864
4043,Splice Box,CL s/w box (large),-123.329658735858,48.4308586066199
4044,Splice Box,CL s/w box (small),-123.329393856557,48.4319531323654
4045,Splice Box,CL s/w box (small),-123.32943802714,48.4316222005986
4046,Light or Signal Pole,Light/signal pole,-123.329454577338,48.431653237186
4047,Splice Box,CL s/w box (large),-123.329460110326,48.4316548659222
4048,Splice Box,CL s/w box (large),-123.329511425477,48.4315006515647
4049,Splice Box,CL s/w box (small),-123.329359220252,48.4323010015912
4050,Splice Box,CL splice box 0.6m,-123.329663233189,48.4317025761801
4051,Light or Signal Pole,Merc street lamp,-123.349649512092,48.4334624150939
4052,Splice Box,CL splice box 0.6m,-123.329738754564,48.4316338827836
4053,Light or Signal Pole,Merc street lamp,-123.343843320666,48.4255146268583
4054,Splice Box,CL s/w box (small),-123.34386498441,48.4253892660741
4055,Light or Signal Pole,Merc street lamp,-123.344216052067,48.4254452852982
4056,Splice Box,CL s/w box (small),-123.342269472245,48.4246116289143
4057,Splice Box,CL s/w box (small),-123.343727587138,48.4243571814864
4058,Splice Box,CL s/w box (small),-123.343508142927,48.4242371317903
4059,Light or Signal Pole,Merc street lamp,-123.343639775849,48.4257153580258
4060,Splice Box,CL s/w box (small),-123.343648890072,48.4257132777931
4061,Light or Signal Pole,Merc street lamp,-123.343362698137,48.4257165800395
4062,Splice Box,CL s/w box (small),-123.343372289844,48.4257157507257
4063,Splice Box,CL s/w box (small),-123.34370241105,48.4255276205029
4064,Splice Box,CL s/w box (small),-123.343656397553,48.4255826783478
4065,Splice Box,CL s/w box (small),-123.342575509512,48.4246638923038
4066,Splice Box,CL s/w box (small),-123.332987201664,48.431879402957
4067,Light or Signal Pole,Merc street lamp,-123.333682425906,48.4330119889937
4068,Light or Signal Pole,Merc street lamp,-123.333302384942,48.4324276049932
4069,Splice Box,CL s/w box (small),-123.33328878719,48.432424880613
4070,Splice Box,CL s/w box (small),-123.334711012866,48.4299025661245
4071,Splice Box,CL s/w box (small),-123.342218538581,48.4271423318299
4072,Splice Box,CL s/w box (small),-123.353385972863,48.4256240396508
4073,Splice Box,CL s/w box (small),-123.338977490325,48.4255905403366
4074,Splice Box,CL s/w box (small),-123.33344677262,48.4326330124231
4075,Private lamp std,Private lamp std,-123.341357431812,48.427019607808
4076,Private lamp std,Private lamp std,-123.341357876113,48.4270011707449
4077,Splice Box,CL s/w box (small),-123.339535971397,48.4254224669399
4078,Light or Signal Pole,Merc street lamp,-123.333798786466,48.4335361973609
4079,Splice Box,CL s/w box (small),-123.333371129284,48.4325704311805
4080,Light or Signal Pole,Merc street lamp,-123.333364602668,48.4325806287736
4081,Light or Signal Pole,Merc street lamp,-123.333770417651,48.4332336336068
4082,Splice Box,CL s/w box (small),-123.335732118651,48.42969153953
4083,Splice Box,CL s/w box (small),-123.335253310517,48.4297130034032
4084,Splice Box,CL s/w box (small),-123.334057965607,48.430133502661
4085,Splice Box,CL s/w box (small),-123.334394212645,48.4300148681648
4086,Light or Signal Pole,Merc street lamp,-123.334064172557,48.4301439116404
4087,Splice Box,CL s/w box (small),-123.333470071145,48.4302065515083
4088,Light or Signal Pole,Merc street lamp,-123.333347808752,48.4303050859922
4089,Light or Signal Pole,Light/signal pole,-123.353583481409,48.4258775382987
4090,Light or Signal Pole,Light/signal pole,-123.353629384855,48.4259182596528
4091,Light or Signal Pole,Light/signal pole,-123.353586710714,48.4260505503649
4092,Splice Box,CL splice box 0.6m,-123.353542041714,48.4260708759092
4093,Splice Box,CL s/w box (small),-123.353582554256,48.4260505685344
4094,Splice Box,CL s/w box (small),-123.353617127129,48.4259205644564
4095,Manhole,City light manhole 0.8m,-123.353421751737,48.4259756937735
4096,Light or Signal Pole,City pole,-123.353914310214,48.425923230566
4097,Splice Box,CL splice box 0.6m,-123.353579136794,48.4258825816294
4098,Splice Box,CL s/w box (small),-123.353460215232,48.4264847615461
4099,Manhole,City light manhole 0.8m,-123.353988846327,48.4233524328154
4100,Splice Box,CL s/w box (large),-123.353875300931,48.4234528410917
4101,Splice Box,CL s/w box (large),-123.353913859978,48.4233023824947
4102,Splice Box,CL s/w box (large),-123.353956336247,48.4232819906535
4103,Light or Signal Pole,City pole,-123.353642860458,48.4241245410824
4104,Manhole,City light manhole 0.8m,-123.353834346286,48.4242169680452
4105,Light or Signal Pole,Merc street lamp,-123.329535908196,48.4308904650039
4106,Splice Box,CL s/w box (large),-123.329808089239,48.4315440328013
4107,Light or Signal Pole,Light/signal pole,-123.329777064011,48.4314928908707
4108,Splice Box,CL s/w box (large),-123.329770495706,48.4314925507203
4109,Signal Kiosk,Signal controller kiosk,-123.329796168978,48.4316482621585
4110,Splice Box,CL s/w box (large),-123.329796484152,48.431642854336
4111,Light or Signal Pole,Light/signal pole,-123.32971167189,48.4316739940336
4112,Splice Box,CL s/w box (large),-123.329712427442,48.4316699965073
4113,Junction Box,CL above grd junction box,-123.353124458381,48.4270740049725
4114,Light or Signal Pole,Merc street lamp,-123.353124519193,48.4266754497077
4115,Light or Signal Pole,Merc street lamp,-123.349975690854,48.4334805126958
4116,Light or Signal Pole,Merc street lamp,-123.350370056865,48.4335049279553
4117,Splice Box,CL s/w box (small),-123.353418516464,48.4270149295275
4118,Splice Box,CL s/w box (small),-123.353415277883,48.4268307626719
4119,Splice Box,CL s/w box (small),-123.353459686882,48.4267708980696
4120,Splice Box,CL s/w box (small),-123.353427715061,48.4267334535986
4121,Private lamp std,Private lamp std,-123.353965043145,48.4267731034672
4122,Light or Signal Pole,Merc street lamp,-123.329492588978,48.4311062495204
4123,Light or Signal Pole,Merc street lamp,-123.329450463134,48.4313228771691
4124,Splice Box,CL s/w box (small),-123.329261687202,48.4327601272773
4125,Light or Signal Pole,Merc street lamp,-123.329568333319,48.4323644100511
4126,Splice Box,CL s/w box (small),-123.329172590763,48.4331712240996
4127,Splice Box,CL s/w box (small),-123.352978163408,48.4258432178693
4128,Light or Signal Pole,Light/signal pole,-123.353322109331,48.4258519649823
4129,Splice Box,CL splice box 0.6m,-123.35332370449,48.4258480825637
4130,Splice Box,CL s/w box (small),-123.353131347378,48.426662059856
4131,Light or Signal Pole,Light/signal pole,-123.353273759368,48.4260508736961
4132,Light or Signal Pole,Light/signal pole,-123.353211844735,48.4259781564742
4133,Light or Signal Pole,Light/signal pole,-123.353223329142,48.4258693419237
4134,Splice Box,CL s/w box (small),-123.353201701696,48.4259930319439
4135,Splice Box,CL s/w box (small),-123.353257455821,48.426009881406
4136,Splice Box,CL splice box 0.6m,-123.353272296725,48.4260448189982
4137,Splice Box,CL s/w box (small),-123.353233919726,48.4258710655447
4138,Splice Box,CL s/w box (small),-123.353199616158,48.426356813643
4139,Splice Box,CL s/w box (small),-123.341152770158,48.4251441941119
4140,Splice Box,CL s/w box (small),-123.343952539848,48.4240856235742
4141,Splice Box,CL s/w box (small),-123.343967477153,48.4242418663367
4142,Splice Box,CL s/w box (small),-123.343911289296,48.4243403487554
4143,Splice Box,CL s/w box (small),-123.342370656721,48.4247378617225
4144,Splice Box,CL s/w box (small),-123.341876448541,48.4247458896236
4145,Light or Signal Pole,Merc street lamp,-123.342224137211,48.424791630954
4146,Splice Box,CL s/w box (small),-123.342214789801,48.4247788899457
4147,Splice Box,CL s/w box (small),-123.341525045506,48.4248391227569
4148,Splice Box,CL s/w box (small),-123.340727559723,48.4251189677055
4149,Splice Box,CL s/w box (small),-123.341159040415,48.4249899996873
4150,Splice Box,CL s/w box (small),-123.342123372678,48.4246487747468
4151,Light or Signal Pole,Signal standard,-123.342114717651,48.4246394971454
4152,Splice Box,CL splice box 0.6m,-123.349557464634,48.4245393535241
4153,Private lamp std,Private lamp std,-123.334844207008,48.4246558514383
4154,Light or Signal Pole,Merc street lamp,-123.334624167005,48.4240636847198
4155,Ornamental Lamp,Ornamental lamp std,-123.347289771449,48.4310960310053
4156,Ornamental Lamp,Ornamental lamp std,-123.347674616427,48.4310140324102
4157,Ornamental Lamp,Ornamental lamp std,-123.347714427092,48.4307348564383
4158,Ornamental Lamp,Ornamental lamp std,-123.347642660732,48.4311866916425
4159,Ornamental Lamp,Ornamental lamp std,-123.347564918633,48.4313991198116
4160,Splice Box,CL s/w box (large),-123.342477825149,48.4268251425258
4161,Splice Box,CL s/w box (small),-123.345502860779,48.4269041401234
4162,Light or Signal Pole,Merc street lamp,-123.344864070492,48.4267555030973
4163,Splice Box,CL s/w box (small),-123.322535369226,48.431972817534
4164,Splice Box,CL s/w box (small),-123.322555359391,48.4320076220903
4165,Splice Box,CL s/w box (large),-123.322540661338,48.4320191158531
4166,Splice Box,CL s/w box (large),-123.322572472386,48.4320053933627
4167,Splice Box,CL s/w box (small),-123.322575168862,48.4320076583228
4168,Splice Box,CL s/w box (small),-123.322603262678,48.4320480791665
4169,Light or Signal Pole,Merc street lamp,-123.322620634817,48.4320263362673
4170,Light or Signal Pole,Signal standard,-123.322569185937,48.432010735709
4171,Light or Signal Pole,Merc street lamp,-123.322789017515,48.4319937680748
4172,Private lamp std,Private lamp std,-123.3490278799,48.4298351420525
4173,Splice Box,CL s/w box (small),-123.331396177624,48.4289270984107
4174,Splice Box,CL s/w box (large),-123.353907308227,48.4234892228785
4175,Light or Signal Pole,Signal standard,-123.353900299315,48.4234889529455
4176,Splice Box,CL s/w box (small),-123.353872791049,48.4236401476566
4177,Light or Signal Pole,Signal standard,-123.353554482419,48.4249264300582
4178,Manhole,City light manhole 0.8m,-123.353636905479,48.4250470385458
4179,Splice Box,CL s/w box (small),-123.353797367593,48.4249945892158
4180,Splice Box,CL s/w box (small),-123.353451223089,48.4249695196897
4181,Splice Box,CL s/w box (large),-123.35350488795,48.424959499094
4182,Splice Box,CL s/w box (small),-123.353542954521,48.4249253750917
4183,Cluster Lamp,Cluster lights (crossed),-123.353852723592,48.4250009505194
4184,Splice Box,CL s/w box (small),-123.35385827238,48.4250038753346
4185,Cluster Lamp,Cluster lights (crossed),-123.353800018135,48.4251951235902
4186,Splice Box,CL s/w box (small),-123.353742104441,48.4251883652819
4187,Splice Box,CL s/w box (small),-123.353472444905,48.425189172331
4188,Light or Signal Pole,Signal standard,-123.353473693725,48.4251840818349
4189,Splice Box,CL s/w box (small),-123.345254483048,48.4304266062513
4190,Light or Signal Pole,Merc street lamp,-123.350247018436,48.4269665741477
4191,Splice Box,CL s/w box (small),-123.350257086121,48.4269769669254
4192,Light or Signal Pole,City pole,-123.353003513882,48.4250848733381
4193,Light or Signal Pole,Merc street lamp,-123.342940952866,48.4262794327447
4194,Light or Signal Pole,Merc street lamp,-123.342902366427,48.4260794821849
4195,Splice Box,CL s/w box (small),-123.342888425054,48.4260968421067
4196,Splice Box,CL s/w box (small),-123.342827663688,48.4261751672681
4197,Splice Box,CL s/w box (small),-123.342690670748,48.4262143054886
4198,Splice Box,CL s/w box (small),-123.342904743132,48.4260109833771
4199,Splice Box,CL s/w box (small),-123.342819628783,48.4266221322722
4200,Light or Signal Pole,Merc street lamp,-123.342823841425,48.42663146715
4201,Splice Box,CL s/w box (small),-123.339933361798,48.4253212893711
4202,Splice Box,CL s/w box (small),-123.3400627727,48.4254485274749
4203,Splice Box,CL s/w box (small),-123.340346245617,48.4252160907679
4204,Splice Box,CL s/w box (small),-123.338618367904,48.425731441269
4205,Signal Kiosk,Signal controller kiosk,-123.336706235473,48.4264400584058
4206,Splice Box,CL s/w box (large),-123.336528787121,48.4264577159365
4207,Splice Box,CL s/w box (small),-123.336506092084,48.4265977010336
4208,Signal Kiosk,Signal controller kiosk,-123.345595347897,48.425368543568
4209,Splice Box,CL s/w box (small),-123.345546404043,48.4253480866085
4210,Splice Box,CL s/w box (small),-123.34555874965,48.4255079725115
4211,Splice Box,CL s/w box (small),-123.345369512908,48.4255214695755
4212,Splice Box,CL s/w box (small),-123.345332350236,48.4255039478326
4213,Light or Signal Pole,Signal standard,-123.345318239782,48.425502181866
4214,Splice Box,CL s/w box (small),-123.345328486269,48.425393020066
4215,Splice Box,CL s/w box (small),-123.345373303906,48.4253546744463
4216,Splice Box,CL s/w box (small),-123.345547327886,48.4247271648812
4217,Splice Box,CL s/w box (small),-123.345442918498,48.4243673770643
4218,Splice Box,CL s/w box (small),-123.345420344982,48.4267458080732
4219,Light or Signal Pole,Merc street lamp,-123.344581948019,48.4254159365295
4220,Light or Signal Pole,Merc street lamp,-123.344949243817,48.4254061562263
4221,Splice Box,CL s/w box (small),-123.33646157255,48.4266182695674
4222,Splice Box,CL s/w box (small),-123.336242129663,48.426708252101
4223,Private lamp std,Private lamp std,-123.327436666552,48.426359707718
4224,Splice Box,CL s/w box (small),-123.335884591244,48.4268956804294
4225,Splice Box,CL s/w box (small),-123.335725508575,48.4269861722088
4226,Splice Box,CL s/w box (small),-123.342742709479,48.4266916528907
4227,Signal Kiosk,Signal controller kiosk,-123.342608990873,48.4268576039581
4228,Light or Signal Pole,Merc street lamp,-123.342419380488,48.4270652906716
4229,Splice Box,CL s/w box (small),-123.342403201275,48.4270757685203
4230,Light or Signal Pole,Merc street lamp,-123.34253445223,48.4261180854302
4231,Light or Signal Pole,Merc street lamp,-123.341775591141,48.4266266347608
4232,Splice Box,CL s/w box (small),-123.342550803394,48.4266882306915
4233,Splice Box,CL s/w box (small),-123.342519312268,48.4267169154903
4234,Light or Signal Pole,Merc street lamp,-123.342592327592,48.4265050801568
4235,Splice Box,CL s/w box (small),-123.342421778873,48.4266299390983
4236,Light or Signal Pole,Merc street lamp,-123.342411889698,48.4266187048288
4237,Light or Signal Pole,Merc street lamp,-123.34218543849,48.4266561752038
4238,Light or Signal Pole,Merc street lamp,-123.342281322418,48.4269926582896
4239,Light or Signal Pole,Signal standard,-123.342474902108,48.4268308991266
4240,Splice Box,CL splice box 0.6m,-123.342623901097,48.4268500051577
4241,Light or Signal Pole,Merc street lamp,-123.342615209833,48.4268460635493
4242,Splice Box,CL splice box 0.6m,-123.347575375735,48.4245100648221
4243,Light or Signal Pole,Merc street lamp,-123.347382652019,48.4245063014362
4244,Splice Box,CL s/w box (small),-123.325145405716,48.4315547341994
4245,Splice Box,CL s/w box (small),-123.347319232624,48.4246966840654
4246,Splice Box,CL s/w box (small),-123.347041131112,48.4246675816134
4247,Light or Signal Pole,Merc street lamp,-123.346380832632,48.4253724030018
4248,Light or Signal Pole,Merc street lamp,-123.346621674577,48.4253813931848
4249,Light or Signal Pole,Merc street lamp,-123.346778772531,48.4253916527733
4250,Splice Box,CL s/w box (small),-123.345972166346,48.4253799407958
4251,Light or Signal Pole,Merc street lamp,-123.345971480952,48.4253765421539
4252,Light or Signal Pole,Merc street lamp,-123.324909391967,48.4288521133435
4253,Light or Signal Pole,Merc street lamp,-123.32486458069,48.4291612973985
4254,Light or Signal Pole,Merc street lamp,-123.324855397066,48.4293701134648
4255,Light or Signal Pole,Merc street lamp,-123.324844616544,48.4296381229698
4256,Splice Box,CL s/w box (small),-123.353955833883,48.42209301334
